L.glottocode,name,dataset,dialect,Consonant,Vowel,Group
guan1269,Guanano,ph,Wanano - ~N/A~,16,6,16006
qawa1238,Qawasqar,saphon,Alacalufe - Southern,18,6,18006
waim1255,Waimaha,spa,Barasano - ~N/A~,11,12,11012
orej1242,Orejón,saphon,Máíhɨki - ~N/A~,14,6,14006
onei1249,Oneida,spa,Oneida - ~N/A~,10,12,10012
taus1253,Taushiro,saphon,Taushiro - ~N/A~,12,5,12005
konk1267,Konkani,upsid,KONKANI - ~N/A~,19,18,19018
pira1253,Pirahã,saphon,Pirahã - ~N/A~,8,3,8003
hupd1244,Hup,saphon,Hup - ~N/A~,19,15,19015
wich1260,Wichita,upsid,WICHITA - ~N/A~,21,8,21008
kpan1246,Kpan,upsid,KPAN - ~N/A~,24,10,24010
here1253,Herero,gm,herero - ~N/A~,19,5,19005
mbaa1245,Mba,upsid,MBA-NE - ~N/A~,24,7,24007
guan1269,Guanano,saphon,Wanano - ~N/A~,16,12,16012
crow1244,Crow,ph,Crow - ~N/A~,10,10,10010
chip1261,Chipewyan,upsid,CHIPEWYAN - ~N/A~,38,14,38014
pira1253,Pirahã,upsid,PIRAHA - ~N/A~,8,3,8003
tatu1247,Tatuyo,ph,Tatuyo - ~N/A~,11,6,11006
east2555,Chiriguano,saphon,Chiriguano - Izoceño dialect,12,12,12012
epen1239,Epena Pedee,saphon,Epena - ~N/A~,17,21,17021
trum1247,Trumai,upsid,TRUMAI - ~N/A~,18,6,18006
yuru1263,Yuruti,saphon,Yurutí - ~N/A~,11,6,11006
dann1241,Dan,aa,Dan - ~N/A~,20,23,20023
iris1253,Irish (Donegal),ea,Irish - Irish (Gaoth Dobhair),35,14,35014
wola1242,Wolaytta,gm,Welamo - ~N/A~,38,10,38010
balt1258,Balti,ra,Balti - ~N/A~,35,18,35018
tatu1247,Tatuyo,saphon,Tatuyo - ~N/A~,11,6,11006
emer1243,Émérillon,saphon,Emerillon - ~N/A~,16,14,16014
hupd1244,Hup,ph,Hup - ~N/A~,20,9,20009
quil1240,Quileute,upsid,QUILEUTE - ~N/A~,33,4,33004
tuyu1244,Tuyuca,saphon,Tuyuca - ~N/A~,11,12,11012
ando1256,Andoke,upsid,ANDOKE - ~N/A~,11,15,11015
sout2994,Nambikuára (Southern),upsid,SOUTHERN NAMBIQUARA - ~N/A~,25,18,25018
siri1273,Sirionó,upsid,SIRIONO - ~N/A~,16,12,16012
ando1256,Andoke,saphon,Andoke - ~N/A~,11,24,11024
kris1246,I'saka,ph,Isaka - ~N/A~,9,5,9005
apin1244,Apinayé,upsid,APINAYE - ~N/A~,13,17,13017
kara1500,Karajá,saphon,Karajá - ~N/A~,9,15,9015
kain1272,Kaingang,upsid,KAINGANG - ~N/A~,13,14,13014
sanm1295,Mixtec (Chalcatongo),upsid,MIXTEC - ~N/A~,15,10,15010
yuch1247,Yuchi,spa,Yuchi - ~N/A~,38,26,38026
nate1242,Nateni,gm,Nateni - ~N/A~,13,24,13024
tani1257,Retuarã,saphon,Tanimuca-Retuarã - ~N/A~,11,10,11010
nuka1242,Nukak,saphon,Nukak - ~N/A~,12,12,12012
cube1242,Cubeo,saphon,Kubeo - ~N/A~,11,6,11006
pira1254,Piratapuyo,saphon,Piratapuyo - ~N/A~,12,12,12012
epen1239,Epena Pedee,upsid,EPENA PEDEE - ~N/A~,17,14,17014
roto1249,Rotokas,upsid,ROTOKAS - ~N/A~,6,5,6005
weno1238,Wobe,aa,Wobé - ~N/A~,15,27,15027
waim1255,Waimaha,upsid,BARASANO - ~N/A~,11,12,11012
bila1255,Bila,gm,bila - ~N/A~,19,9,19009
yuch1247,Yuchi,upsid,YUCHI - ~N/A~,38,8,38008
kinn1249,Kinnauri,ph,Kinnauri; Kanauri - Himachal Pradesh; Kalpa,31,15,31015
wann1242,Wan,aa,Wan - ~N/A~,21,12,21012
lamb1269,Lamani,ra,Banjara - ~N/A~,24,10,24010
sout2965,Salish (Southern Puget Sound),upsid,LUSHOOTSEED - ~N/A~,33,4,33004
tuca1252,Tucano,saphon,Tucano - ~N/A~,15,12,15012
mofu1248,Mofu-Gudur,gm,Mofu,35,5,35005
wich1260,Wichita,spa,Wichita - ~N/A~,21,8,21008
cube1242,Cubeo,upsid,CUBEO - ~N/A~,11,12,11012
tapi1253,Tapieté,saphon,Tapieté - ~N/A~,15,12,15012
lyel1241,Lyele,ph,Lele (Lyélé) - Variety spoken in Debreng,21,10,21010
waim1255,Waimaha,saphon,Waimaha - ~N/A~,10,12,10012
apin1244,Apinayé,spa,Apinaye - ~N/A~,14,35,14035
wari1266,Waris,upsid,WARIS - ~N/A~,13,9,13009
tlin1245,Tlingit,upsid,TLINGIT - ~N/A~,43,5,43005
waur1244,Waurá,saphon,Waurá - ~N/A~,16,10,16010
cara1272,Carapana,saphon,Karapanã - ~N/A~,11,12,11012
bara1380,Barasano,saphon,Barasana-Eduria - ~N/A~,11,6,11006
yuch1247,Yuchi,ph,Euchee; Yuchi - ~N/A~,38,11,38011
hakk1236,Hakka,upsid,HAKKA - ~N/A~,16,6,16006
macu1260,Macuna,saphon,Macuna - ~N/A~,10,12,10012
maxa1247,Maxakalí,upsid,MAXAKALI - ~N/A~,10,10,10010
tapi1253,Tapieté,ph,Tapiete - ~N/A~,15,12,15012
siri1274,Siriano,saphon,Siriano - ~N/A~,11,12,11012
desa1247,Desano,saphon,Desano - ~N/A~,12,6,12006
para1311,Guaraní,saphon,Paraguayan Guaraní - ~N/A~,18,12,18012
iris1253,Irish (Donegal),spa,Irish Gaelic - ~N/A~,44,24,44024
iris1253,Irish (Donegal),uz,Irish - ~N/A~,35,15,35015
iris1253,Irish (Donegal),upsid,IRISH - ~N/A~,45,24,45024
akan1250,Akan,spa,Akan - ~N/A~,22,15,22015
xava1240,Xavánte,saphon,Xavánte - ~N/A~,11,13,11013
zoog1238,Zapotec (Zoogocho),ph,San Bartolomé Zoogocho Zapotec - zxon,28,32,28032
hakk1236,Hakka,spa,Hakka - ~N/A~,21,6,21006
klao1243,Klao,upsid,KLAO - ~N/A~,11,16,11016
iris1253,Irish (Donegal),ea,Irish - Irish (Corca Dhuibhne),34,18,34018
