Name,glottocode,Genus,Family,Latitude,Longitude
"Noni","noon1243","Bantoid","Niger-Congo",6.41666666667,10.5833333333
"Norwegian","norw1259","Germanic","Indo-European",61.0,8.0
"Ngiti","ngit1239","Lendu","Central Sudanic",1.33333333333,30.25
"Nenets","nene1249","Samoyedic","Uralic",70.0,76.0
"Nunggubuyu","nung1290","Nunggubuyu","Gunwinyguan",-13.75,135.666666667
"Nung (in Vietnam)","nung1283","Kam-Tai","Tai-Kadai",21.9166666667,106.416666667
"Nuuchahnulth","noot1239","Southern Wakashan","Wakashan",49.6666666667,-126.666666667
"Nyangi","nyan1313","Kuliak","Eastern Sudanic",3.41666666667,33.5833333333
"Nyimang","amas1236","Nyimang","Eastern Sudanic",12.1666666667,29.3333333333
"Ocaina","ocai1244","Huitoto","Huitotoan",-2.75,-71.75
"Ogbia","ogbi1239","Cross River","Niger-Congo",4.66666666667,6.25
"Ojibwa (Eastern)","east2542","Algonquian","Algic",46.0,-80.0
"Oneida","onei1249","Northern Iroquoian","Iroquoian",43.0,-75.6666666667
"O'odham","toho1245","Tepiman","Uto-Aztecan",32.0,-112.0
"Oromo (Harar)","east2652","Lowland East Cushitic","Afro-Asiatic",9.0,42.0
"Ormuri","ormu1247","Iranian","Indo-European",32.5,69.75
"Otomí (Mezquital)","mezq1235","Otomian","Oto-Manguean",20.1666666667,-99.1666666667
"Pacoh","paco1243","Katuic","Austro-Asiatic",16.4166666667,107.083333333
"Páez","paez1247","Páezan","Páezan",2.66666666667,-76.0
"Paiwan","paiw1248","Paiwan","Austronesian",22.5,120.833333333
"Paumarí","paum1247","Arauan","Arauan",-6.0,-64.0
"Pawaian","pawa1255","Pawaian","Teberan-Pawaian",-7.0,145.083333333
"Pech","pech1241","Paya","Chibchan",15.0,-85.5
"Phlong","pwon1235","Karen","Sino-Tibetan",15.0,99.0
"Pitjantjatjara","pitj1243","Western Pama-Nyungan","Pama-Nyungan",-26.0,130.0
"Paamese","paam1238","Oceanic","Austronesian",-16.5,168.25
"Panare","enap1235","Cariban","Cariban",6.5,-66.0
"Po-Ai","fwai1237","Oceanic","Austronesian",-20.6666666667,164.833333333
"Pohnpeian","pohn1238","Oceanic","Austronesian",6.88333333333,158.25
"Polish","poli1260","Slavic","Indo-European",52.0,20.0
"Pirahã","pira1253","Mura","Mura",-7.0,-62.0
"Persian","west2369","Iranian","Indo-European",32.0,54.0
"Pashto","cent1973","Iranian","Indo-European",33.0,67.0
"Passamaquoddy-Maliseet","male1292","Algonquian","Algic",45.0,-67.0
"Pomo (Southeastern)","sout2982","Pomoan","Hokan",39.0,-122.5
"Parauk","para1301","Palaungic","Austro-Asiatic",23.25,99.5
"Purépecha","pure1242","Tarascan","Tarascan",19.5,-101.666666667
"Qawasqar","qawa1238","Alacalufan","Alacalufan",-49.0,-75.0
"Quechua (Cochabamba)","sout2991","Quechuan","Quechuan",-17.5,-66.0
"Quileute","quil1240","Chimakuan","Chimakuan",47.9166666667,-124.25
"Rama","rama1270","Rama","Chibchan",11.75,-83.75
"Rapanui","rapa1244","Oceanic","Austronesian",-27.1166666667,-109.366666667
"Resígaro","resi1247","Inland Northern Arawakan","Arawakan",-2.41666666667,-71.5
"Romanian","roma1327","Romance","Indo-European",46.0,25.0
"Roro","waim1251","Oceanic","Austronesian",-8.75,146.583333333
"Romansch (Scharans)","roma1326","Romance","Indo-European",46.75,9.5
"Rotokas","roto1249","West Bougainville","West Bougainville",-6.0,155.166666667
"Rukai (Tanan)","ruka1240","Rukai","Austronesian",22.8333333333,120.833333333
"Russian","russ1263","Slavic","Indo-European",56.0,38.0
"Rutul","rutu1240","Lezgic","Nakh-Daghestanian",41.5,47.4166666667
"Sa'ban","saba1265","North Borneo","Austronesian",3.66666666667,115.666666667
"Sango","sang1328","Ubangi","Niger-Congo",5.0,18.0
"Sáliba (in Colombia)","sali1298","Sáliba","Sáliban",6.0,-70.0
"Saami (Central-South)","sout2674","Saami","Uralic",64.6666666667,16.75
"Sindhi","sind1272","Indic","Indo-European",26.0,69.0
"Sandawe","sand1273","Sandawe","Sandawe",-5.0,35.0
"Sebei","kups1238","Nilotic","Eastern Sudanic",1.33333333333,34.5833333333
"Sedang","seda1262","Bahnaric","Austro-Asiatic",14.8333333333,108.0
"Selknam","onaa1245","Chon Proper","Chon",-53.0,-70.0
"Shan","shan1277","Kam-Tai","Tai-Kadai",22.0,98.0
"Shiriana","nina1238","Yanomam","Yanomam",3.5,-62.8333333333
"Shipibo-Konibo","ship1254","Panoan","Panoan",-7.5,-75.0
"Shasta","shas1239","Shasta","Hokan",41.8333333333,-122.666666667
"Shuswap","shus1248","Interior Salish","Salishan",52.0,-120.0
"Siona","sion1247","Tucanoan","Tucanoan",0.333333333333,-76.25
"Selkup","selk1253","Samoyedic","Uralic",65.0,82.0
"Selepet","sele1250","Finisterre-Huon","Trans-New Guinea",-6.16666666667,147.166666667
"Semelai","seme1247","Aslian","Austro-Asiatic",3.0,103.0
"Seneca","sene1264","Northern Iroquoian","Iroquoian",42.5,-77.5
"Senadi","ceba1235","Senufo","Niger-Congo",9.5,-6.25
"Sinhala","sinh1246","Indic","Indo-European",7.0,80.5
"Sanuma","sanu1240","Yanomam","Yanomam",4.5,-64.6666666667
"Sentani","nucl1632","Sentani","Sentani",-2.58333333333,140.583333333
"Somali","soma1255","Lowland East Cushitic","Afro-Asiatic",3.0,45.0
"Soqotri","soqo1240","Semitic","Afro-Asiatic",12.5,54.0
"Sora","sora1254","Munda","Austro-Asiatic",20.0,84.3333333333
"Spanish","stan1288","Romance","Indo-European",40.0,-4.0
"Squamish","squa1248","Central Salish","Salishan",49.6666666667,-123.166666667
"Sre","koho1244","Bahnaric","Austro-Asiatic",11.5,108.0
"Sirionó","siri1273","Tupi-Guaraní","Tupian",-15.5833333333,-64.0
"Suena","suen1241","Binanderean","Trans-New Guinea",-7.75,147.55
"Sui","suii1243","Kam-Tai","Tai-Kadai",26.0,107.5
"Supyire","supy1237","Senufo","Niger-Congo",11.5,-5.58333333333
"Savosavo","savo1255","Savosavo","Solomons East Papuan",-9.13333333333,159.8
"Swahili","swah1253","Bantoid","Niger-Congo",-6.5,39.0
"Taba","east2440","South Halmahera - West New Guinea","Austronesian",0.0,127.5
"Tacana","taca1256","Tacanan","Tacanan",-13.5,-68.0
"Tagalog","taga1270","Greater Central Philippine","Austronesian",15.0,121.0
"Tamang (Eastern)","east2347","Bodic","Sino-Tibetan",27.5,85.666666666667
"Tehuelche","tehu1242","Chon Proper","Chon",-48.0,-68.0
"Telugu","telu1262","South-Central Dravidian","Dravidian",16.0,79.0
"Tera","tera1251","Biu-Mandara","Afro-Asiatic",11.0,11.8333333333
"Tigak","tiga1245","Oceanic","Austronesian",-2.71666666667,150.8
"Tigré","tigr1270","Semitic","Afro-Asiatic",16.5,38.5
"Thai","thai1261","Kam-Tai","Tai-Kadai",16.0,101.0
"Tibetan (Standard Spoken)","tibe1272","Bodic","Sino-Tibetan",30.0,91.0
"Ticuna","ticu1245","Ticuna","Ticuna",-4.0,-70.5
"Tiwi","tiwi1244","Tiwian","Tiwian",-11.5,131.0
"Teke (Southern)","teke1280","Bantoid","Niger-Congo",-2.33333333333,14.5
"Tlingit","tlin1245","Tlingit","Na-Dene",59.0,-135.0
"Tlapanec","acat1239","Subtiaba-Tlapanec","Oto-Manguean",17.0833333333,-99.0
"Tama","tama1331","Taman","Eastern Sudanic",14.5,22.0
"Temein","nucl1339","Temein","Eastern Sudanic",11.9166666667,29.4166666667
"Tampulma","tamp1252","Southern-Central Gur","Niger-Congo",10.4166666667,-0.583333333333
"Temne","timn1235","Mel","Niger-Congo",8.66666666667,-13.0833333333
"Toaripi","toar1246","Eleman Proper","Eleman",-8.33333333333,146.25
"Tarok","taro1263","Platoid","Niger-Congo",9.0,10.0833333333
"Tol","toll1241","Tol","Tol",14.6666666667,-87.0
"Tonkawa","tonk1249","Tonkawa","Tonkawa",30.25,-96.75
"Totonac (Papantla)","papa1238","Totonacan","Totonacan",20.3333333333,-97.3333333333
"Trumai","trum1247","Trumai","Trumai",-11.9166666667,-53.5833333333
"Tiruray","tiru1241","Bilic","Austronesian",6.75,124.166666667
"Tausug","taus1251","Greater Central Philippine","Austronesian",6.0,121.0
"Tsimshian (Coast)","nucl1649","Tsimshianic","Penutian",52.5,-129.0
"Tsou","tsou1248","Tsou","Austronesian",23.5,120.75
"Tetun","tetu1245","Central Malayo-Polynesian","Austronesian",-9.0,126.0
"Tsova-Tush","bats1242","Nakh","Nakh-Daghestanian",42.5,45.5
"Tuareg (Ahaggar)","taha1241","Berber","Afro-Asiatic",23.0,6.0
"Tulu","tulu1258","Southern Dravidian","Dravidian",12.75,75.3333333333
"Tunica","tuni1252","Tunica","Tunica",32.6666666667,-91.0
"Turkish","nucl1301","Turkic","Altaic",39.0,35.0
"Tuvan","tuvi1240","Turkic","Altaic",52.0,95.0
"Tiwa (Northern)","nort1550","Kiowa-Tanoan","Kiowa-Tanoan",36.5,-105.5
"Tzeltal (Aguacatenango)","tzel1254","Mayan","Mayan",16.4166666667,-92.5
"UMbundu","umbu1257","Bantoid","Niger-Congo",-12.5,15.0
"Una","unaa1239","Mek","Trans-New Guinea",-4.66666666667,140.0
"Ungarinjin","ngar1284","Worrorran","Worrorran",-16.3333333333,126.0
"Urubú-Kaapor","urub1250","Tupi-Guaraní","Tupian",-2.33333333333,-46.5
"Usan","usan1239","Madang","Trans-New Guinea",-4.83333333333,145.166666667
"Uzbek (Northern)","nort2690","Turkic","Altaic",40.6666666667,66.5
"Vietnamese","viet1252","Viet-Muong","Austro-Asiatic",10.5,106.5
"Wambaya","wamb1258","Wambayan","Mirndi",-18.6666666667,135.75
"Wappo","wapp1239","Wappo","Wappo-Yukian",38.5,-122.5
"Wari'","wari1268","Chapacura-Wanham","Chapacura-Wanham",-11.3333333333,-65.0
"Wichí","wich1264","Matacoan","Matacoan",-22.5,-62.5833333333
"Wichita","wich1260","Caddoan","Caddoan",33.3333333333,-97.3333333333
"Wintu","wint1259","Wintuan","Penutian",41.0,-122.5
"Wiyot","wiyo1248","Wiyot","Algic",40.8333333333,-124.166666667
"Wolof","nucl1347","Wolof","Niger-Congo",15.25,-16.0
"West Makian","west2600","North Halmaheran","West Papuan",0.5,127.583333333
"Wik Munkan","wikm1247","Northern Pama-Nyungan","Pama-Nyungan",-13.9166666667,141.75
"Wantoat","want1252","Finisterre-Huon","Trans-New Guinea",-6.16666666667,146.5
"Woisika","kama1365","Greater Alor","Timor-Alor-Pantar",-8.25,124.833333333
"Wapishana","wapi1253","Wapishanan","Arawakan",2.66666666667,-60.0
"Warao","wara1303","Warao","Warao",9.33333333333,-61.6666666667
"Wardaman","ward1246","Yangmanic","Yangmanic",-15.5,131.0
"Waris","wari1266","Border","Border",-3.16666666667,141.0
"Waray (in Australia)","wara1290","Warayic","Gunwinyguan",-13.1666666667,131.25
"Wu","wuch1236","Chinese","Sino-Tibetan",31.6666666667,119.916666667
"!Xóõ","xooo1239","Tu","Tu",-24.0,21.5
"Yagua","yagu1244","Peba-Yaguan","Peba-Yaguan",-3.5,-72.0
"Yana","yana1271","Yana","Hokan",40.5,-122.0
"Yapese","yape1248","Yapese","Austronesian",9.58333333333,138.166666667
"Yaqui","yaqu1251","Cahita","Uto-Aztecan",27.5,-110.25
"Yareba","yare1248","Yareban","Yareban",-9.5,148.5
"Yawa","nucl1454","Yawa","Yawa",-1.75,136.25
"Yay","bouy1240","Kam-Tai","Tai-Kadai",22.4166666667,104.75
"Yucuna","yucu1253","Inland Northern Arawakan","Arawakan",-0.75,-71.0
"Yucatec","yuca1254","Mayan","Mayan",20.0,-89.0
"Yelî Dnye","yele1255","Yele","Yele",-11.3666666667,154.166666667
"Yessan-Mayo","yess1239","Tama Sepik","Sepik",-4.16666666667,142.583333333
"Yeyi","yeyi1239","Bantoid","Niger-Congo",-20.0,23.5
"Yagaria","yaga1260","Eastern Highlands","Trans-New Guinea",-6.33333333333,145.416666667
"Yidiny","yidi1250","Northern Pama-Nyungan","Pama-Nyungan",-17.0,145.75
"Yimas","yima1243","Lower Sepik","Lower Sepik-Ramu",-4.66666666667,143.55
"Yukaghir (Kolyma)","sout2750","Yukaghir","Yukaghir",65.75,150.833333333
"Yakut","yaku1245","Turkic","Altaic",62.0,130.0
"Yanyuwa","yany1243","Western Pama-Nyungan","Pama-Nyungan",-16.4166666667,137.166666667
"Yoruba","yoru1245","Defoid","Niger-Congo",8.0,4.33333333333
"Yukaghir (Tundra)","nort2745","Yukaghir","Yukaghir",69.0,155.0
"Yuchi","yuch1247","Yuchi","Yuchi",35.75,-86.75
"Yulu","yulu1243","Bongo-Bagirmi","Central Sudanic",8.5,25.25
"Yurok","yuro1248","Yurok","Algic",41.3333333333,-124.0
"Yupik (Siberian)","cent2128","Eskimo","Eskimo-Aleut",65.0,-173.0
"Zande","zand1248","Ubangi","Niger-Congo",4.0,26.0
"Zoque (Copainalá)","copa1236","Mixe-Zoque","Mixe-Zoque",17.0,-93.25
"Zulu","zulu1248","Bantoid","Niger-Congo",-30.0,30.0
"Zuni","zuni1245","Zuni","Zuni",35.0833333333,-108.833333333
"Makah","maka1318","Southern Wakashan","Wakashan",48.3333333333,-124.666666667
"Ngiyambaa","wang1291","Southeastern Pama-Nyungan","Pama-Nyungan",-31.75,145.5
"Tashlhiyt","tach1250","Berber","Afro-Asiatic",31.0,-5.0
"Waorani","waor1240","Waorani","Waorani",-1.0,-76.5
"Abaza","abaz1241","Northwest Caucasian","Northwest Caucasian",44.0,42.0
"Adyghe (Abzakh)","adyg1241","Northwest Caucasian","Northwest Caucasian",45.2333333333,40.5833333333
"Aguaruna","agua1253","Jivaroan","Jivaroan",-5.0,-78.0
"Aguacatec","agua1252","Mayan","Mayan",15.4166666667,-91.3333333333
"Arapaho","arap1274","Algonquian","Algic",40.0,-103.0
"Aka-Biada","akab1249","Great Andamanese","Great Andamanese",11.6666666667,92.5
"Aka-Cari","akac1240","Great Andamanese","Great Andamanese",13.5,93.0
"Aka-Kede","akak1252","Great Andamanese","Great Andamanese",12.75,92.75
"Alune","alun1238","Central Malayo-Polynesian","Austronesian",-3.0,128.333333333
"Alutor","alut1245","Northern Chukotko-Kamchatkan","Chukotko-Kamchatkan",61.0,165.0
"Amanab","aman1265","Border","Border",-3.58333333333,141.25
"Arabic (Moroccan)","moro1292","Semitic","Afro-Asiatic",34.0,-6.0
"Arawak","araw1276","Caribbean Arawakan","Arawakan",5.5,-55.1666666667
"Altai (Southern)","sout2694","Turkic","Altaic",51.0,87.0
"Atsugewi","atsu1245","Palaihnihan","Hokan",40.75,-121.0
"Akhvakh","akhv1239","Avar-Andic-Tsezic","Nakh-Daghestanian",42.3333333333,46.3333333333
"Bao'an","bona1250","Mongolic","Altaic",35.75,102.833333333333
"Budukh","budu1248","Lezgic","Nakh-Daghestanian",41.1666666667,48.4166666667
"Bezhta","bezh1248","Avar-Andic-Tsezic","Nakh-Daghestanian",42.0833333333,46.1666666667
"Bagvalal","bagv1239","Avar-Andic-Tsezic","Nakh-Daghestanian",42.5833333333,46.1666666667
"Blackfoot","siks1238","Algonquian","Algic",50.0,-112.666666667
"Baluchi","east2304","Iranian","Indo-European",28.0,62.0
"Bora","bora1263","Boran","Huitotoan",-2.16666666667,-72.3333333333
"Barasano","bara1380","Tucanoan","Tucanoan",-0.166666666667,-70.6666666667
"Bathari","bath1244","Semitic","Afro-Asiatic",18.0,56.0
"Buriat","mong1330","Mongolic","Altaic",52.0,108.0
"Cashibo","cash1251","Panoan","Panoan",-8.5,-75.5
"Cavineña","cavi1250","Tacanan","Tacanan",-13.3333333333,-66.5
"Chinantec (Comaltepec)","coma1246","Chinantecan","Oto-Manguean",17.5833333333,-96.4166666667
"Choctaw","choc1276","Muskogean","Muskogean",32.25,-88.5
"Chechen","chec1245","Nakh","Nakh-Daghestanian",43.25,45.8333333333
"Chaha","seba1251","Semitic","Afro-Asiatic",8.112935,37.93267
"Chimariko","chim1301","Chimariko","Hokan",41.0,-123.0
"Chamalal","cham1309","Avar-Andic-Tsezic","Nakh-Daghestanian",42.55,46.05
"Chrau","chra1242","Bahnaric","Austro-Asiatic",10.75,107.5
"Chatino (Nopala)","nopa1235","Zapotecan","Oto-Manguean",16.0833333333,-97.1666666667
"Cheke Holo","chek1238","Oceanic","Austronesian",-8.33333333333,159.666666667
"Clallam","clal1241","Central Salish","Salishan",48.0833333333,-123.75
"Chulym","chul1246","Turkic","Altaic",54.3333333333,89.6666666667
"Chemehuevi","utes1238","Numic","Uto-Aztecan",34.3333333333,-115.166666667
"Chemakum","chim1310","Chimakuan","Chimakuan",48.0833333333,-122.916666667
"Chontal Maya","taba1266","Mayan","Mayan",18.1666666667,-92.5833333333
"Cora","elna1235","Corachol","Uto-Aztecan",22.1666666667,-104.833333333
"Crimean Tatar","crim1257","Turkic","Altaic",45.0,34.0833333333
"Carijona","cari1279","Cariban","Cariban",1.0,-73.0
"Chinantec (Sochiapan)","soch1239","Chinantecan","Oto-Manguean",17.75,-96.6666666667
"Cuiba","cuib1242","Guahiban","Guahiban",6.5,-70.0
"Dolgan","dolg1241","Turkic","Altaic",71.25,98.0
"Eipo","eipo1242","Mek","Trans-New Guinea",-4.33333333333,140.083333333
"Emberá (Northern)","nort2972","Choco","Choco",6.83333333333,-77.1666666667
"Enga","enga1252","Engan","Trans-New Guinea",-5.5,143.666666667
"Ese Ejja","esee1248","Tacanan","Tacanan",-11.0,-66.0
"Esselen","esse1238","Esselen","Esselen",36.25,-121.75
"Etsako","yekh1238","Edoid","Niger-Congo",7.25,6.5
"Fordata","ford1242","Central Malayo-Polynesian","Austronesian",-6.75,131.5
"Futuna-Aniwa","futu1245","Oceanic","Austronesian",-19.5333333333,170.216666667
"Gagauz","gaga1249","Turkic","Altaic",46.3333333333,28.6666666667
"Gapapaiwa","gapa1238","Oceanic","Austronesian",-9.75,149.833333333
"Gavião","gavi1246","Monde","Tupian",-10.6666666667,-62.0
"Bunan","gahr1239","Bodic","Sino-Tibetan",32.5,77.0
"Galela","gale1259","North Halmaheran","West Papuan",2.41666666667,128.333333333
"Godoberi","ghod1238","Avar-Andic-Tsezic","Nakh-Daghestanian",42.6666666667,46.0833333333
"Garífuna","gari1256","Caribbean Arawakan","Arawakan",15.6666666667,-88.0
"Guató","guat1253","Guató","Guató",-17.0,-58.0
"Gujarati","guja1252","Indic","Indo-European",23.0,72.0
"Halia","hali1244","Oceanic","Austronesian",-5.25,154.666666667
"Havasupai","hava1248","Yuman","Hokan",35.75,-112.5
"Hidatsa","hida1246","Core Siouan","Siouan",47.0,-102.5
"Huitoto (Minica)","mini1256","Huitoto","Huitotoan",-0.333333333333,-74.0
"Hinuq","hinu1240","Avar-Andic-Tsezic","Nakh-Daghestanian",42.1666666667,46.0
"Hup","hupd1244","Nadahup","Nadahup",0.166666666667,-69.25
"Harsusi","hars1241","Semitic","Afro-Asiatic",20.0,56.5
"Inuktitut (Quebec-Labrador)","east2534","Eskimo","Eskimo-Aleut",62.0,-73.0
"Ixil","ixil1251","Mayan","Mayan",15.5,-91.0
"Jabutí","djeo1235","Jabutí","Macro-Ge",-12.25,-62.25
"Jibbali","sheh1240","Semitic","Afro-Asiatic",17.5,55.0
"Jur Mödö","jurm1239","Bongo-Bagirmi","Central Sudanic",6.0,30.0
"Juruna","juru1256","Tupi-Guaraní","Tupian",-5.0,-54.5
"Jurchen","jurc1239","Tungusic","Altaic",47.0,130.0
"Karajá","kara1500","Karajá","Macro-Ge",-10.0,-50.3333333333
"Kâte","kate1253","Finisterre-Huon","Trans-New Guinea",-6.5,147.75
"Kazakh","kaza1248","Turkic","Altaic",50.0,70.0
"Khaling","khal1275","Mahakiranti","Sino-Tibetan",27.5,86.6666666667
"Khinalug","khin1240","Lezgic","Nakh-Daghestanian",41.1666666667,48.0833333333
"Khakas","khak1248","Turkic","Altaic",53.0,90.0
"Khwarshi","khva1239","Avar-Andic-Tsezic","Nakh-Daghestanian",42.25,46.1666666667
"Kalmyk","kalm1243","Mongolic","Altaic",44.0,83.0
"Kitsai","kits1249","Caddoan","Caddoan",31.8333333333,-96.5
"Karakalpak","kara1467","Turkic","Altaic",43.0,60.0
"Kola","kola1285","Central Malayo-Polynesian","Austronesian",-5.5,134.5
"Karachay-Balkar","kara1465","Turkic","Altaic",43.5,42.0
"Krahô","krah1246","Ge-Kaingang","Macro-Ge",-8.0,-48.0
"Karaim","kara1464","Turkic","Altaic",54.6666666667,24.9166666667
"Kerek","kere1280","Northern Chukotko-Kamchatkan","Chukotko-Kamchatkan",62.25,175.0
"Karata","kara1474","Avar-Andic-Tsezic","Nakh-Daghestanian",42.5833333333,46.3333333333
"Kryz","kryt1240","Lezgic","Nakh-Daghestanian",41.0833333333,48.0
"Kashaya","kash1280","Pomoan","Hokan",38.6666666667,-123.333333333
"Ksingmul","puoc1238","Khmuic","Austro-Asiatic",21.0833333333,104.0
"Kisar","kisa1266","Central Malayo-Polynesian","Austronesian",-8.08333333333,127.116666667
"Kuot","kuot1243","Kuot","Kuot",-3.05,151.5
"Kumyk","kumy1244","Turkic","Altaic",43.0,47.3333333333
"Kwaza","kwaz1243","Kwaza","Kwaza",-12.5833333333,-60.6666666667
"Laha","laha1250","Kadai","Tai-Kadai",21.5833333333,103.916666667
"Lillooet","lill1248","Interior Salish","Salishan",50.75,-122.0
"Limbu","limb1266","Mahakiranti","Sino-Tibetan",27.1666666667,87.75
"Loniu","loni1238","Oceanic","Austronesian",-2.06666666667,147.333333333
"Larike","lari1255","Central Malayo-Polynesian","Austronesian",-3.75,127.916666667
"Lummi","stra1244","Central Salish","Salishan",48.7,-122.666666667
"Mam","mamc1234","Mayan","Mayan",15.0,-91.8333333333
"Miwok (Central Sierra)","cent2140","Miwok","Penutian",38.0,-120.333333333
"Madurese","nucl1460","Malayo-Sumbawan","Austronesian",-7.0,113.5
"Mehri","mehr1241","Semitic","Afro-Asiatic",17.0,51.5
"Midob","mido1240","Nubian","Eastern Sudanic",15.0833333333,26.25
"Máku","maku1246","Máku","Máku",0.416666666667,-69.8333333333
"Maltese","malt1254","Semitic","Afro-Asiatic",35.9166666667,14.4166666667
"Mandaic (Modern)","nucl1706","Semitic","Afro-Asiatic",31.0,48.5
"Mansi","mans1258","Ugric","Uralic",62.0,62.0
"Mosetén","mose1249","Mosetenan","Mosetenan",-14.75,-67.8333333333
"Muong","muon1246","Viet-Muong","Austro-Asiatic",20.5,105.083333333
"Miwok (Northern Sierra)","nort2968","Miwok","Penutian",38.3333333333,-120.666666667
"Mixtec (Ayutla)","ayut1236","Mixtecan","Oto-Manguean",16.9166666667,-99.1666666667
"Neo-Aramaic (Amadiya)","chal1275","Semitic","Afro-Asiatic",37.0,43.0
"Nabak","naba1256","Finisterre-Huon","Trans-New Guinea",-6.41666666667,147.0
"Namia","nami1256","Yellow River","Sepik",-3.83333333333,141.75
"Negidal","negi1245","Tungusic","Altaic",53.0,139.0
"Nankina","nank1250","Finisterre-Huon","Trans-New Guinea",-5.78333333333,146.45
"Noghay","noga1249","Turkic","Altaic",44.0,46.0
"Nyamkad","tukp1239","Bodic","Sino-Tibetan",32.0,78.5
"Oksapmin","oksa1245","Oksapmin","Oksapmin",-5.16666666667,142.166666667
"Olo","oloo1241","Wapei-Palei","Torricelli",-3.41666666667,142.0
"Onge","onge1236","South Andamanese","South Andamanese",10.75,92.4166666667
"Oroch","oroc1248","Tungusic","Altaic",50.3333333333,137.5
"Orok","orok1265","Tungusic","Altaic",49.5,143.5
"Orokolo","orok1267","Eleman Proper","Eleman",-7.83333333333,145.333333333
"Orokaiva","orok1269","Binanderean","Trans-New Guinea",-8.83333333333,148.25
"Osage","osag1243","Core Siouan","Siouan",37.0,-94.0
"Patep","pate1247","Oceanic","Austronesian",-6.91666666667,146.583333333
"Pipil","pipi1250","Aztecan","Uto-Aztecan",13.8333333333,-89.5833333333
"Paiute (Northern)","nort2954","Numic","Uto-Aztecan",42.0,-118.0
"Pattani","patt1248","Bodic","Sino-Tibetan",32.75,76.75
"Quechua (Ecuadorean)","chim1302","Quechuan","Quechuan",-1.0,-79.0
"Quechua (Imbabura)","imba1240","Quechuan","Quechuan",0.333333333333,-78.0
"Rawa","rawa1267","Finisterre-Huon","Trans-New Guinea",-5.83333333333,146.0
"Saek","saek1240","Kam-Tai","Tai-Kadai",17.4166666667,104.75
"Shor","shor1247","Turkic","Altaic",53.0,88.0
"Shawnee","shaw1249","Algonquian","Algic",40.0,-83.0
"Salar","sala1264","Turkic","Altaic",35.0,103.0
"Soddo","kist1241","Semitic","Afro-Asiatic",8.5,38.5
"Santa","dong1285","Mongolic","Altaic",31.5,107.5
"Sulka","sulk1246","Sulka","Sulka",-5.08333333333,151.916666667
"Shoshone (Wind River)","shos1248","Numic","Uto-Aztecan",43.4166666667,-108.833333333
"Saryg Yughur","west2402","Turkic","Altaic",38.75,99.75
"Tübatulabal","tuba1278","California Uto-Aztecan","Uto-Aztecan",36.0,-118.333333333
"Tabaru","taba1263","North Halmaheran","West Papuan",1.5,127.25
"Tarahumara (Central)","cent2131","Tarahumaran","Uto-Aztecan",27.5,-107.5
"Tectiteco","tekt1235","Mayan","Mayan",15.4166666667,-92.0833333333
"Tewa (Arizona)","tewa1260","Kiowa-Tanoan","Kiowa-Tanoan",35.8333333333,-110.416666667
"Turkic (East-Central Xorasan)","khor1269","Turkic","Altaic",37.0,59.0
"Thadou","thad1238","Kuki-Chin","Sino-Tibetan",24.4166666667,93.9166666667
"Tidore","tido1248","North Halmaheran","West Papuan",0.75,127.5
"Tillamook","till1254","Tillamook","Salishan",45.3333333333,-123.75
"Tinrin","tiri1258","Oceanic","Austronesian",-21.6666666667,165.75
"Turkmen","turk1304","Turkic","Altaic",40.0,58.0
"Temiar","temi1246","Aslian","Austro-Asiatic",5.0,101.5
"Tindi","tind1238","Avar-Andic-Tsezic","Nakh-Daghestanian",42.3666666667,46.25
"Tinani","tina1246","Bodic","Sino-Tibetan",32.3333333333,77.1666666667
"Tod","stod1241","Bodic","Sino-Tibetan",32.4166666667,77.25
"Tofa","kara1462","Turkic","Altaic",53.75,98.0
"Tepehuan (Southeastern)","sout2976","Tepiman","Uto-Aztecan",23.0,-104.5
"Tsez","dido1241","Avar-Andic-Tsezic","Nakh-Daghestanian",42.25,45.75
"Tatar","tata1255","Turkic","Altaic",56.0,49.5
"Ubykh","ubyk1235","Northwest Caucasian","Northwest Caucasian",43.6666666667,39.6666666667
"Udihe","udih1248","Tungusic","Altaic",47.6666666667,136.25
"Udi","udii1243","Lezgic","Nakh-Daghestanian",41.0,48.0
"Ulcha","ulch1241","Tungusic","Altaic",52.25,140.333333333
"Urum","urum1249","Turkic","Altaic",47.1166666667,37.55
"Uyghur","uigh1240","Turkic","Altaic",40.0,80.0
"Vai","vaii1241","Western Mande","Mande",6.91666666667,-11.25
"Washo","wash1253","Washo","Washo",39.25,-120.0
"Wikchamni","yoku1256","Yokuts","Penutian",36.4166666667,-119.083333333
"Winnebago","hoch1243","Core Siouan","Siouan",43.5,-88.5
"Warembori","ware1253","South Halmahera - West New Guinea","Austronesian",-1.66666666667,137.583333333
"Xavánte","xava1240","Ge-Kaingang","Macro-Ge",-15.0,-52.5
"Yuki","yuki1243","Yukian","Wappo-Yukian",39.6666666667,-123.5
"Yukpa","yukp1241","Cariban","Cariban",10.1666666667,-72.75
"Yamdena","yamd1240","Central Malayo-Polynesian","Austronesian",-7.5,131.5
"Yanomámi","yano1262","Yanomam","Yanomam",2.33333333333,-63.0
"Yup'ik (Central)","cent2127","Eskimo","Eskimo-Aleut",59.5,-160.0
"Yuracare","yura1255","Yuracare","Yuracare",-16.5833333333,-65.25
